end_date,n_assets,n_edges,density,is_dag,dag_depth,n_roots,n_leaves,rebalance,method,window
2017-09-06,99,697,0.07184085755514327,True,52,2,5,2017-09-06,dynotears,504
2017-10-05,99,776,0.07998350855493713,True,56,2,7,2017-10-05,dynotears,504
2017-11-03,99,648,0.06679035250463822,True,61,2,5,2017-11-03,dynotears,504
2017-12-05,99,669,0.06895485466914038,True,46,3,7,2017-12-05,dynotears,504
2018-01-05,99,675,0.06957328385899815,True,56,2,5,2018-01-05,dynotears,504
2018-02-06,99,653,0.06730571016285301,True,48,2,9,2018-02-06,dynotears,504
2018-03-08,99,636,0.0655534941249227,True,48,2,8,2018-03-08,dynotears,504
2018-04-09,99,665,0.06854256854256854,True,47,2,9,2018-04-09,dynotears,504
2018-05-08,99,707,0.07287157287157287,True,50,2,7,2018-05-08,dynotears,504
2018-06-07,99,715,0.07369614512471655,True,52,3,8,2018-06-07,dynotears,504
2018-07-09,99,676,0.0696763553906411,True,54,4,7,2018-07-09,dynotears,504
2018-08-07,99,698,0.07194392908678623,True,47,2,8,2018-08-07,dynotears,504
2018-09-06,99,656,0.0676149247577819,True,47,2,10,2018-09-06,dynotears,504
2018-10-05,99,637,0.06565656565656566,True,56,2,7,2018-10-05,dynotears,504
2018-11-05,99,671,0.0691609977324263,True,51,2,6,2018-11-05,dynotears,504
2018-12-06,99,659,0.06792413935271079,True,44,2,9,2018-12-06,dynotears,504
2019-01-08,99,693,0.07142857142857142,True,54,1,8,2019-01-08,dynotears,504
2019-02-07,99,679,0.06998556998556998,True,54,1,3,2019-02-07,dynotears,504
2019-03-11,99,715,0.07369614512471655,True,57,1,5,2019-03-11,dynotears,504
2019-04-09,99,703,0.07245928674500103,True,59,1,6,2019-04-09,dynotears,504
2019-05-09,99,710,0.07318078746650175,True,52,1,4,2019-05-09,dynotears,504
2019-06-10,99,691,0.07122242836528551,True,54,1,4,2019-06-10,dynotears,504
2019-07-10,99,677,0.06977942692228406,True,54,1,7,2019-07-10,dynotears,504
2019-08-08,99,727,0.07493300350443208,True,56,1,5,2019-08-08,dynotears,504
2019-09-09,99,675,0.06957328385899815,True,51,1,6,2019-09-09,dynotears,504
2019-10-08,99,650,0.06699649556792414,True,47,1,5,2019-10-08,dynotears,504
2019-11-06,99,666,0.0686456400742115,True,50,1,8,2019-11-06,dynotears,504
2019-12-06,99,661,0.0681302824159967,True,50,1,7,2019-12-06,dynotears,504
2020-01-08,99,680,0.07008864151721295,True,48,3,6,2020-01-08,dynotears,504
2020-02-07,99,730,0.07524221809936095,True,53,1,7,2020-02-07,dynotears,504
2020-03-10,99,657,0.06771799628942486,True,49,1,6,2020-03-10,dynotears,504
2020-04-08,99,730,0.07524221809936095,True,63,1,5,2020-04-08,dynotears,504
2020-05-08,99,684,0.07050092764378478,True,48,1,7,2020-05-08,dynotears,504
2020-06-09,99,655,0.06751185322613894,True,50,2,7,2020-06-09,dynotears,504
2020-07-09,99,685,0.07060399917542774,True,60,1,6,2020-07-09,dynotears,504
2020-08-07,99,599,0.06173984745413317,True,46,1,7,2020-08-07,dynotears,504
2020-09-08,99,689,0.07101628530199959,True,52,1,6,2020-09-08,dynotears,504
2020-10-07,99,686,0.0707070707070707,True,45,1,7,2020-10-07,dynotears,504
2020-11-05,99,694,0.07153164296021439,True,54,1,4,2020-11-05,dynotears,504
2020-12-07,99,655,0.06751185322613894,True,44,1,5,2020-12-07,dynotears,504
2021-01-07,99,616,0.06349206349206349,True,44,1,6,2021-01-07,dynotears,504
2021-02-08,99,689,0.07101628530199959,True,56,1,3,2021-02-08,dynotears,504
2021-03-10,99,672,0.06926406926406926,True,55,1,4,2021-03-10,dynotears,504
2021-04-09,99,676,0.0696763553906411,True,47,2,6,2021-04-09,dynotears,504
2021-05-10,99,761,0.07843743558029272,True,54,1,1,2021-05-10,dynotears,504
2021-06-09,99,718,0.07400535971964543,True,57,1,5,2021-06-09,dynotears,504
2021-07-09,99,728,0.07503607503607504,True,62,1,7,2021-07-09,dynotears,504
2021-08-09,99,644,0.06637806637806638,True,52,2,4,2021-08-09,dynotears,504
2021-09-08,99,684,0.07050092764378478,True,57,1,5,2021-09-08,dynotears,504
2021-10-07,99,711,0.07328385899814471,True,52,1,5,2021-10-07,dynotears,504
2021-11-05,99,708,0.07297464440321583,True,55,2,3,2021-11-05,dynotears,504
2021-12-07,99,714,0.0735930735930736,True,50,2,3,2021-12-07,dynotears,504
2022-01-06,99,658,0.06782106782106782,True,54,1,3,2022-01-06,dynotears,504
2022-02-07,99,651,0.0670995670995671,True,54,1,5,2022-02-07,dynotears,504
2022-03-09,99,714,0.0735930735930736,True,66,1,6,2022-03-09,dynotears,504
2022-04-07,99,702,0.07235621521335807,True,54,1,5,2022-04-07,dynotears,504
2022-05-09,99,719,0.0741084312512884,True,50,1,5,2022-05-09,dynotears,504
2022-06-08,99,684,0.07050092764378478,True,46,1,4,2022-06-08,dynotears,504
2022-07-11,99,674,0.06947021232735519,True,52,2,3,2022-07-11,dynotears,504
2022-08-09,99,712,0.07338693052978768,True,57,1,3,2022-08-09,dynotears,504
2022-09-08,99,685,0.07060399917542774,True,51,2,7,2022-09-08,dynotears,504
2022-10-07,99,706,0.07276850133992992,True,62,1,5,2022-10-07,dynotears,504
2022-11-07,99,698,0.07194392908678623,True,49,1,7,2022-11-07,dynotears,504
2022-12-07,99,674,0.06947021232735519,True,51,3,6,2022-12-07,dynotears,504
2023-01-09,99,676,0.0696763553906411,True,57,2,6,2023-01-09,dynotears,504
2023-02-08,99,631,0.06503813646670789,True,49,3,4,2023-02-08,dynotears,504
2023-03-10,99,674,0.06947021232735519,True,53,2,4,2023-03-10,dynotears,504
2023-04-11,99,690,0.07111935683364255,True,50,2,5,2023-04-11,dynotears,504
2023-05-10,99,692,0.07132549989692846,True,44,1,5,2023-05-10,dynotears,504
2023-06-09,99,704,0.07256235827664399,True,50,1,7,2023-06-09,dynotears,504
2023-07-12,99,658,0.06782106782106782,True,48,1,7,2023-07-12,dynotears,504
2023-08-10,99,675,0.06957328385899815,True,40,2,6,2023-08-10,dynotears,504
2023-09-11,99,688,0.07091321377035663,True,41,1,6,2023-09-11,dynotears,504
2023-10-10,99,603,0.06215213358070501,True,49,2,8,2023-10-10,dynotears,504
2023-11-08,99,635,0.06545042259327974,True,51,2,4,2023-11-08,dynotears,504
2023-12-08,99,638,0.06575963718820861,True,47,2,5,2023-12-08,dynotears,504
2024-01-10,99,626,0.0645227788084931,True,61,2,4,2024-01-10,dynotears,504
2024-02-09,99,613,0.06318284889713462,True,47,1,11,2024-02-09,dynotears,504
2024-03-12,99,676,0.0696763553906411,True,48,1,7,2024-03-12,dynotears,504
2024-04-11,99,655,0.06751185322613894,True,62,1,6,2024-04-11,dynotears,504
2024-05-10,99,644,0.06637806637806638,True,55,2,5,2024-05-10,dynotears,504
2024-06-11,99,711,0.07328385899814471,True,56,1,3,2024-06-11,dynotears,504
2024-07-12,99,648,0.06679035250463822,True,46,2,7,2024-07-12,dynotears,504
2024-08-12,99,680,0.07008864151721295,True,50,1,8,2024-08-12,dynotears,504
2024-09-11,99,686,0.0707070707070707,True,60,1,5,2024-09-11,dynotears,504
2024-10-10,99,684,0.07050092764378478,True,52,1,4,2024-10-10,dynotears,504
2024-11-08,99,647,0.06668728097299526,True,45,1,4,2024-11-08,dynotears,504
2007-01-03,99,1014,0.10451453308596166,True,33,9,8,2007-01-03,varlingam,252
2007-02-02,99,1007,0.10379303236446094,True,34,11,6,2007-02-02,varlingam,252
2007-03-06,99,1132,0.11667697381983096,True,34,12,8,2007-03-06,varlingam,252
2007-04-04,99,1116,0.1150278293135436,True,30,9,9,2007-04-04,varlingam,252
2007-05-04,99,1250,0.12883941455370027,True,34,10,8,2007-05-04,varlingam,252
2007-06-05,99,1129,0.11636775922490208,True,36,8,8,2007-06-05,varlingam,252
2007-07-05,99,1124,0.11585240156668727,True,35,12,7,2007-07-05,varlingam,252
2007-08-03,99,1080,0.11131725417439703,True,30,10,8,2007-08-03,varlingam,252
2007-09-04,99,1103,0.11368789940218511,True,30,9,9,2007-09-04,varlingam,252
2007-10-03,99,1127,0.11616161616161616,True,31,10,8,2007-10-03,varlingam,252
2007-11-01,99,1009,0.10399917542774685,True,34,9,8,2007-11-01,varlingam,252
2007-12-03,99,1077,0.11100803957946816,True,31,8,8,2007-12-03,varlingam,252
2008-01-03,99,992,0.10224695938981654,True,28,7,8,2008-01-03,varlingam,252
2008-02-04,99,1065,0.10977118119975263,True,36,7,8,2008-02-04,varlingam,252
2008-03-05,99,1122,0.11564625850340136,True,37,7,12,2008-03-05,varlingam,252
2008-04-04,99,1270,0.13090084518655948,True,34,6,7,2008-04-04,varlingam,252
2008-05-05,99,1129,0.11636775922490208,True,31,6,9,2008-05-05,varlingam,252
2008-06-04,99,1207,0.12440733869305298,True,33,5,6,2008-06-04,varlingam,252
2008-07-03,99,1292,0.1331684188827046,True,37,5,5,2008-07-03,varlingam,252
2008-08-04,99,1326,0.13667285095856524,True,35,6,5,2008-08-04,varlingam,252
2008-09-03,99,1315,0.13553906411049269,True,42,6,5,2008-09-03,varlingam,252
2008-10-02,99,1266,0.13048855905998763,True,38,6,7,2008-10-02,varlingam,252
2008-10-31,99,1182,0.12183055040197897,True,33,6,7,2008-10-31,varlingam,252
2008-12-02,99,1198,0.12347969490826634,True,33,6,7,2008-12-02,varlingam,252
2009-01-02,99,1326,0.13667285095856524,True,36,6,6,2009-01-02,varlingam,252
2009-02-03,99,1283,0.13224077509791796,True,39,5,6,2009-02-03,varlingam,252
2009-03-05,99,1388,0.14306328592042877,True,43,5,7,2009-03-05,varlingam,252
2009-04-03,99,1455,0.14996907854050712,True,41,5,6,2009-04-03,varlingam,252
2009-05-05,99,1494,0.15398886827458255,True,37,5,6,2009-05-05,varlingam,252
2009-06-04,99,1406,0.14491857349000206,True,35,6,6,2009-06-04,varlingam,252
2009-07-06,99,1337,0.1378066378066378,True,40,6,6,2009-07-06,varlingam,252
2009-08-04,99,1354,0.13955885384456812,True,34,6,5,2009-08-04,varlingam,252
2009-09-02,99,1181,0.12172747887033601,True,35,6,6,2009-09-02,varlingam,252
2009-10-02,99,1328,0.13687899402185116,True,37,5,5,2009-10-02,varlingam,252
2009-11-02,99,1285,0.13244691816120388,True,34,5,6,2009-11-02,varlingam,252
2009-12-02,99,1309,0.1349206349206349,True,34,5,8,2009-12-02,varlingam,252
2010-01-04,99,1292,0.1331684188827046,True,36,6,7,2010-01-04,varlingam,252
2010-02-03,99,1306,0.13461142032570603,True,38,5,6,2010-02-03,varlingam,252
2010-03-05,99,1343,0.13842506699649557,True,34,6,7,2010-03-05,varlingam,252
2010-04-06,99,1188,0.12244897959183673,True,30,7,9,2010-04-06,varlingam,252
2010-05-05,99,1078,0.1111111111111111,True,34,8,9,2010-05-05,varlingam,252
2010-06-04,99,1119,0.11533704390847248,True,32,9,9,2010-06-04,varlingam,252
2010-07-06,99,1062,0.10946196660482375,True,32,8,9,2010-07-06,varlingam,252
2010-08-04,99,1015,0.10461760461760462,True,35,8,10,2010-08-04,varlingam,252
2010-09-02,99,1000,0.10307153164296022,True,33,8,10,2010-09-02,varlingam,252
2010-10-04,99,984,0.10142238713667286,True,31,6,10,2010-10-04,varlingam,252
2010-11-02,99,1124,0.11585240156668727,True,32,7,7,2010-11-02,varlingam,252
2010-12-02,99,1228,0.12657184085755516,True,30,7,6,2010-12-02,varlingam,252
2011-01-03,99,1108,0.11420325706039992,True,29,7,10,2011-01-03,varlingam,252
2011-02-02,99,1075,0.11080189651618223,True,36,6,6,2011-02-02,varlingam,252
2011-03-04,99,1158,0.11935683364254793,True,31,8,6,2011-03-04,varlingam,252
2011-04-04,99,1109,0.11430632859204287,True,26,6,7,2011-04-04,varlingam,252
2011-05-04,99,1093,0.11265718408575552,True,28,7,6,2011-05-04,varlingam,252
2011-06-03,99,1115,0.11492475778190064,True,27,8,5,2011-06-03,varlingam,252
2011-07-05,99,1130,0.11647083075654505,True,32,8,6,2011-07-05,varlingam,252
2011-08-03,99,1165,0.12007833436404865,True,37,8,7,2011-08-03,varlingam,252
2011-09-01,99,1223,0.12605648319934035,True,30,7,7,2011-09-01,varlingam,252
2011-10-03,99,1162,0.11976911976911978,True,32,6,5,2011-10-03,varlingam,252
2011-11-01,99,1232,0.12698412698412698,True,32,6,8,2011-11-01,varlingam,252
2011-12-01,99,1183,0.12193362193362194,True,33,6,5,2011-12-01,varlingam,252
2012-01-03,99,1096,0.1129663986806844,True,32,6,5,2012-01-03,varlingam,252
2012-02-02,99,1224,0.1261595547309833,True,37,6,5,2012-02-02,varlingam,252
2012-03-05,99,1213,0.12502576788291073,True,34,6,5,2012-03-05,varlingam,252
2012-04-03,99,1203,0.12399505256648113,True,36,5,7,2012-04-03,varlingam,252
2012-05-03,99,1275,0.13141620284477426,True,32,4,7,2012-05-03,varlingam,252
2012-06-04,99,1291,0.13306534735106162,True,39,4,5,2012-06-04,varlingam,252
2012-07-03,99,1224,0.1261595547309833,True,32,5,5,2012-07-03,varlingam,252
2012-08-02,99,1243,0.12811791383219956,True,33,4,4,2012-08-02,varlingam,252
2012-08-31,99,1340,0.13811585240156668,True,35,4,3,2012-08-31,varlingam,252
2012-10-02,99,1295,0.13347763347763347,True,29,4,3,2012-10-02,varlingam,252
2012-11-02,99,1383,0.14254792826221396,True,30,4,5,2012-11-02,varlingam,252
2012-12-04,99,1361,0.14028035456606885,True,31,6,4,2012-12-04,varlingam,252
2013-01-04,99,1348,0.13894042465471038,True,36,3,3,2013-01-04,varlingam,252
2013-02-05,99,1447,0.14914450628736342,True,34,5,5,2013-02-05,varlingam,252
2013-03-07,99,1476,0.15213358070500926,True,31,5,3,2013-03-07,varlingam,252
2013-04-08,99,1352,0.1393527107812822,True,35,4,3,2013-04-08,varlingam,252
2013-05-07,99,1512,0.15584415584415584,True,32,5,3,2013-05-07,varlingam,252
2013-06-06,99,1580,0.16285301999587715,True,36,4,3,2013-06-06,varlingam,252
2013-07-08,99,1575,0.16233766233766234,True,39,4,3,2013-07-08,varlingam,252
2013-08-06,99,1524,0.15708101422387136,True,45,2,1,2013-08-06,varlingam,252
2013-09-05,99,1510,0.15563801278086992,True,42,2,2,2013-09-05,varlingam,252
2013-10-04,99,1547,0.15945165945165946,True,45,4,2,2013-10-04,varlingam,252
2013-11-04,99,1435,0.1479076479076479,True,45,2,3,2013-11-04,varlingam,252
2013-12-04,99,1603,0.16522366522366522,True,49,3,1,2013-12-04,varlingam,252
2014-01-06,99,1604,0.16532673675530818,True,43,5,2,2014-01-06,varlingam,252
2014-02-05,99,1461,0.15058750773036486,True,45,3,1,2014-02-05,varlingam,252
2014-03-07,99,1368,0.14100185528756956,True,40,2,1,2014-03-07,varlingam,252
2014-04-07,99,1481,0.15264893836322407,True,47,2,1,2014-04-07,varlingam,252
2014-05-07,99,1537,0.15842094413522986,True,50,2,1,2014-05-07,varlingam,252
2014-06-06,99,1470,0.15151515151515152,True,45,2,2,2014-06-06,varlingam,252
2014-07-08,99,1500,0.15460729746444032,True,51,4,2,2014-07-08,varlingam,252
2014-08-06,99,1564,0.16120387548958978,True,46,4,1,2014-08-06,varlingam,252
2014-09-05,99,1565,0.16130694702123274,True,35,4,2,2014-09-05,varlingam,252
2014-10-06,99,1597,0.16460523603380747,True,43,3,1,2014-10-06,varlingam,252
2014-11-04,99,1552,0.15996701710987427,True,44,2,2,2014-11-04,varlingam,252
2014-12-04,99,1535,0.15821480107194394,True,41,3,1,2014-12-04,varlingam,252
2015-01-06,99,1607,0.16563595135023707,True,46,1,2,2015-01-06,varlingam,252
2015-02-05,99,1563,0.16110080395794682,True,46,1,2,2015-02-05,varlingam,252
2015-03-09,99,1519,0.15656565656565657,True,48,2,1,2015-03-09,varlingam,252
2015-04-08,99,1615,0.16646052360338073,True,48,1,2,2015-04-08,varlingam,252
2015-05-07,99,1528,0.1574933003504432,True,46,1,1,2015-05-07,varlingam,252
2015-06-08,99,1564,0.16120387548958978,True,44,1,2,2015-06-08,varlingam,252
2015-07-08,99,1361,0.14028035456606885,True,41,1,1,2015-07-08,varlingam,252
2015-08-06,99,1581,0.1629560915275201,True,42,1,1,2015-08-06,varlingam,252
2015-09-04,99,1523,0.1569779426922284,True,45,3,2,2015-09-04,varlingam,252
2015-10-06,99,1552,0.15996701710987427,True,47,3,1,2015-10-06,varlingam,252
2015-11-04,99,1631,0.1681096681096681,True,49,3,1,2015-11-04,varlingam,252
2015-12-04,99,1698,0.17501546072974644,True,51,3,2,2015-12-04,varlingam,252
2016-01-06,99,1553,0.1600700886415172,True,38,4,2,2016-01-06,varlingam,252
2016-02-05,99,1566,0.1614100185528757,True,41,3,2,2016-02-05,varlingam,252
2016-03-08,99,1563,0.16110080395794682,True,42,3,2,2016-03-08,varlingam,252
2016-04-07,99,1548,0.15955473098330242,True,42,2,2,2016-04-07,varlingam,252
2016-05-06,99,1500,0.15460729746444032,True,38,3,3,2016-05-06,varlingam,252
2016-06-07,99,1638,0.16883116883116883,True,43,3,3,2016-06-07,varlingam,252
2016-07-07,99,1652,0.17027417027417027,True,46,3,2,2016-07-07,varlingam,252
2016-08-05,99,1531,0.1578025149453721,True,35,3,3,2016-08-05,varlingam,252
2016-09-06,99,1562,0.16099773242630386,True,42,3,2,2016-09-06,varlingam,252
2016-10-05,99,1454,0.14986600700886415,True,38,3,3,2016-10-05,varlingam,252
2016-11-03,99,1468,0.1513090084518656,True,37,2,5,2016-11-03,varlingam,252
2016-12-05,99,1571,0.1619253762110905,True,42,3,3,2016-12-05,varlingam,252
2017-01-05,99,1614,0.1663574520717378,True,36,3,4,2017-01-05,varlingam,252
2017-02-06,99,1556,0.16037930323644609,True,35,3,3,2017-02-06,varlingam,252
2017-03-08,99,1511,0.15574108431251288,True,34,3,5,2017-03-08,varlingam,252
2017-04-06,99,1472,0.15172129457843744,True,38,4,3,2017-04-06,varlingam,252
2017-05-08,99,1397,0.14399092970521543,True,34,3,3,2017-05-08,varlingam,252
2017-06-07,99,1424,0.14677386105957535,True,35,3,4,2017-06-07,varlingam,252
2017-07-07,99,1295,0.13347763347763347,True,28,5,5,2017-07-07,varlingam,252
2017-08-07,99,1303,0.13430220573077717,True,31,4,2,2017-08-07,varlingam,252
2017-09-06,99,1334,0.13749742321170894,True,36,3,4,2017-09-06,varlingam,252
2017-10-05,99,1366,0.14079571222428366,True,32,5,4,2017-10-05,varlingam,252
2017-11-03,99,1359,0.14007421150278293,True,32,5,4,2017-11-03,varlingam,252
2017-12-05,99,1483,0.15285508142651,True,35,7,2,2017-12-05,varlingam,252
2018-01-05,99,1579,0.16274994846423418,True,40,5,2,2018-01-05,varlingam,252
2018-02-06,99,1525,0.15718408575551432,True,37,5,4,2018-02-06,varlingam,252
2018-03-08,99,1429,0.14728921871779016,True,35,3,4,2018-03-08,varlingam,252
2018-04-09,99,1429,0.14728921871779016,True,35,3,2,2018-04-09,varlingam,252
2018-05-08,99,1558,0.160585446299732,True,36,3,2,2018-05-08,varlingam,252
2018-06-07,99,1523,0.1569779426922284,True,35,3,3,2018-06-07,varlingam,252
2018-07-09,99,1477,0.15223665223665223,True,37,3,3,2018-07-09,varlingam,252
2018-08-07,99,1422,0.14656771799628943,True,36,5,3,2018-08-07,varlingam,252
2018-09-06,99,1503,0.1549165120593692,True,37,3,4,2018-09-06,varlingam,252
2018-10-05,99,1392,0.14347557204700062,True,35,4,3,2018-10-05,varlingam,252
2018-11-05,99,1595,0.16439909297052155,True,41,2,2,2018-11-05,varlingam,252
2018-12-06,99,1621,0.1670789527932385,True,47,2,1,2018-12-06,varlingam,252
2019-01-08,99,1492,0.15378272521129663,True,51,1,2,2019-01-08,varlingam,252
2019-02-07,99,1582,0.16305916305916307,True,44,1,1,2019-02-07,varlingam,252
2019-03-11,99,1536,0.1583178726035869,True,49,3,1,2019-03-11,varlingam,252
2019-04-09,99,1568,0.16161616161616163,True,44,2,1,2019-04-09,varlingam,252
2019-05-09,99,1560,0.16079158936301793,True,46,2,3,2019-05-09,varlingam,252
2019-06-10,99,1511,0.15574108431251288,True,37,4,1,2019-06-10,varlingam,252
2019-07-10,99,1423,0.1466707895279324,True,42,3,1,2019-07-10,varlingam,252
2019-08-08,99,1421,0.14646464646464646,True,49,2,1,2019-08-08,varlingam,252
2019-09-09,99,1462,0.15069057926200782,True,39,2,3,2019-09-09,varlingam,252
2019-10-08,99,1600,0.16491445062873633,True,43,1,1,2019-10-08,varlingam,252
2019-11-06,99,1474,0.15192743764172337,True,41,2,1,2019-11-06,varlingam,252
2019-12-06,99,1529,0.15759637188208617,True,47,2,2,2019-12-06,varlingam,252
2020-01-08,99,1591,0.1639868068439497,True,45,4,2,2020-01-08,varlingam,252
2020-02-07,99,1531,0.1578025149453721,True,42,2,1,2020-02-07,varlingam,252
2020-03-10,99,1682,0.17336631622345908,True,49,2,1,2020-03-10,varlingam,252
2020-04-08,99,1489,0.15347351061636777,True,40,1,1,2020-04-08,varlingam,252
2020-05-08,99,1662,0.17130488559059986,True,53,2,1,2020-05-08,varlingam,252
2020-06-09,99,1603,0.16522366522366522,True,54,2,1,2020-06-09,varlingam,252
2020-07-09,99,1506,0.1552257266542981,True,54,2,1,2020-07-09,varlingam,252
2020-08-07,99,1580,0.16285301999587715,True,44,2,4,2020-08-07,varlingam,252
2020-09-08,99,1609,0.165842094413523,True,55,2,3,2020-09-08,varlingam,252
2020-10-07,99,1568,0.16161616161616163,True,41,2,2,2020-10-07,varlingam,252
2020-11-05,99,1591,0.1639868068439497,True,49,1,2,2020-11-05,varlingam,252
2020-12-07,99,1565,0.16130694702123274,True,51,2,1,2020-12-07,varlingam,252
2021-01-07,99,1577,0.16254380540094826,True,54,1,1,2021-01-07,varlingam,252
2021-02-08,99,1511,0.15574108431251288,True,40,2,3,2021-02-08,varlingam,252
2021-03-10,99,1511,0.15574108431251288,True,43,2,3,2021-03-10,varlingam,252
2021-04-09,99,1529,0.15759637188208617,True,50,2,1,2021-04-09,varlingam,252
2021-05-10,99,1588,0.16367759224902081,True,46,1,1,2021-05-10,varlingam,252
2021-06-09,99,1645,0.16955266955266957,True,42,1,1,2021-06-09,varlingam,252
2021-07-09,99,1565,0.16130694702123274,True,46,4,2,2021-07-09,varlingam,252
2021-08-09,99,1688,0.17398474541331685,True,49,1,2,2021-08-09,varlingam,252
2021-09-08,99,1613,0.16625438054009484,True,45,2,2,2021-09-08,varlingam,252
2021-10-07,99,1616,0.1665635951350237,True,41,4,2,2021-10-07,varlingam,252
2021-11-05,99,1584,0.16326530612244897,True,47,3,2,2021-11-05,varlingam,252
2021-12-07,99,1532,0.15790558647701505,True,47,3,1,2021-12-07,varlingam,252
2022-01-06,99,1520,0.15666872809729954,True,47,2,2,2022-01-06,varlingam,252
2022-02-07,99,1494,0.15398886827458255,True,47,3,1,2022-02-07,varlingam,252
2022-03-09,99,1475,0.15203050917336633,True,41,1,2,2022-03-09,varlingam,252
2022-04-07,99,1527,0.15739022881880024,True,48,2,1,2022-04-07,varlingam,252
2022-05-09,99,1574,0.16223459080601937,True,46,2,1,2022-05-09,varlingam,252
2022-06-08,99,1655,0.17058338486909916,True,50,2,2,2022-06-08,varlingam,252
2022-07-11,99,1552,0.15996701710987427,True,45,1,2,2022-07-11,varlingam,252
2022-08-09,99,1596,0.1645021645021645,True,49,3,1,2022-08-09,varlingam,252
2022-09-08,99,1649,0.1699649556792414,True,47,1,1,2022-09-08,varlingam,252
2022-10-07,99,1589,0.16378066378066378,True,47,2,1,2022-10-07,varlingam,252
2022-11-07,99,1657,0.17078952793238508,True,46,1,1,2022-11-07,varlingam,252
2022-12-07,99,1577,0.16254380540094826,True,52,2,1,2022-12-07,varlingam,252
2023-01-09,99,1591,0.1639868068439497,True,52,2,1,2023-01-09,varlingam,252
2023-02-08,99,1511,0.15574108431251288,True,46,1,1,2023-02-08,varlingam,252
2023-03-10,99,1508,0.155431869717584,True,41,2,2,2023-03-10,varlingam,252
2023-04-11,99,1623,0.16728509585652443,True,50,2,2,2023-04-11,varlingam,252
2023-05-10,99,1553,0.1600700886415172,True,47,2,3,2023-05-10,varlingam,252
2023-06-09,99,1694,0.1746031746031746,True,52,1,2,2023-06-09,varlingam,252
2023-07-12,99,1606,0.1655328798185941,True,43,2,1,2023-07-12,varlingam,252
2023-08-10,99,1542,0.15893630179344465,True,40,1,1,2023-08-10,varlingam,252
2023-09-11,99,1556,0.16037930323644609,True,50,2,1,2023-09-11,varlingam,252
2023-10-10,99,1461,0.15058750773036486,True,44,2,3,2023-10-10,varlingam,252
2023-11-08,99,1423,0.1466707895279324,True,48,1,3,2023-11-08,varlingam,252
2023-12-08,99,1462,0.15069057926200782,True,43,3,2,2023-12-08,varlingam,252
2024-01-10,99,1411,0.14543393114821687,True,44,3,1,2024-01-10,varlingam,252
2024-02-09,99,1362,0.14038342609771182,True,45,2,2,2024-02-09,varlingam,252
2024-03-12,99,1480,0.1525458668315811,True,54,4,1,2024-03-12,varlingam,252
2024-04-11,99,1431,0.14749536178107606,True,32,5,2,2024-04-11,varlingam,252
2024-05-10,99,1414,0.14574314574314573,True,43,3,3,2024-05-10,varlingam,252
2024-06-11,99,1570,0.16182230467944753,True,50,4,2,2024-06-11,varlingam,252
2024-07-12,99,1662,0.17130488559059986,True,44,4,1,2024-07-12,varlingam,252
2024-08-12,99,1557,0.16048237476808905,True,48,3,1,2024-08-12,varlingam,252
2024-09-11,99,1665,0.17161410018552875,True,42,4,3,2024-09-11,varlingam,252
2024-10-10,99,1572,0.16202844774273345,True,47,4,2,2024-10-10,varlingam,252
2024-11-08,99,1460,0.1504844361987219,True,45,4,1,2024-11-08,varlingam,252
2008-01-03,99,575,0.05926613069470212,True,25,7,15,2008-01-03,varlingam,504
2008-02-04,99,548,0.0564831993403422,True,23,7,14,2008-02-04,varlingam,504
2008-03-05,99,526,0.054215625644197074,True,23,8,19,2008-03-05,varlingam,504
2008-04-04,99,526,0.054215625644197074,True,23,7,19,2008-04-04,varlingam,504
2008-05-05,99,520,0.05359719645433931,True,24,7,17,2008-05-05,varlingam,504
2008-06-04,99,543,0.055967841682127394,True,22,7,14,2008-06-04,varlingam,504
2008-07-03,99,512,0.05277262420119563,True,23,7,17,2008-07-03,varlingam,504
2008-08-04,99,543,0.055967841682127394,True,25,6,16,2008-08-04,varlingam,504
2008-09-03,99,576,0.059369202226345084,True,24,6,15,2008-09-03,varlingam,504
2008-10-02,99,587,0.060502989074417646,True,24,6,13,2008-10-02,varlingam,504
2008-10-31,99,677,0.06977942692228406,True,28,6,15,2008-10-31,varlingam,504
2008-12-02,99,703,0.07245928674500103,True,27,6,12,2008-12-02,varlingam,504
2009-01-02,99,700,0.07215007215007214,True,29,6,14,2009-01-02,varlingam,504
2009-02-03,99,727,0.07493300350443208,True,29,6,11,2009-02-03,varlingam,504
2009-03-05,99,676,0.0696763553906411,True,26,6,12,2009-03-05,varlingam,504
2009-04-03,99,668,0.06885178313749743,True,28,6,13,2009-04-03,varlingam,504
2009-05-05,99,658,0.06782106782106782,True,26,6,16,2009-05-05,varlingam,504
2009-06-04,99,625,0.06441970727685013,True,25,6,16,2009-06-04,varlingam,504
2009-07-06,99,650,0.06699649556792414,True,25,6,16,2009-07-06,varlingam,504
2009-08-04,99,659,0.06792413935271079,True,25,6,18,2009-08-04,varlingam,504
2009-09-02,99,659,0.06792413935271079,True,26,6,18,2009-09-02,varlingam,504
2009-10-02,99,649,0.06689342403628118,True,25,6,17,2009-10-02,varlingam,504
2009-11-02,99,641,0.0660688517831375,True,24,6,16,2009-11-02,varlingam,504
2009-12-02,99,637,0.06565656565656566,True,24,6,17,2009-12-02,varlingam,504
2010-01-04,99,620,0.06390434961863534,True,26,6,19,2010-01-04,varlingam,504
